datetime,agree_to_participate_in_survey,legal_age,age,gender,state,city,education_level,education_level_ibge,monthly_family_income,time_in_job_market,employment_situation,job_level,professional_activity,main_job_search_channel,most_likely_communication_channel_to_impact_respondent,offered_benefits_importance,detailed_job_description_importance,salary_importance,about_the_company_importance,job_announcement_visual_quality_importance,announcement_text_size_importance,company_culture_importance,ex_employees_testimonies_importance,work_life_balance_importance,diversity_and_inclusion_intiatives_importance,carreer_plan_importance,prizes_and_recognition_importances,online_presence_importance,company_reputation_importance,company_size_importance,Você já deixou de se candidatar a uma vaga devido à má reputação da empresa?,Você tem alguma sugestão e/ou comentário sobre como as empresas podem melhorar suas estratégias de divulgação de vagas de emprego?
7/17/2024 16:13:35,1,1,Entre 25-29 anos,masc,São Paulo,Osasco,Ensino Superior completo,Superior completo,"De R$ 3.001,00 a R$ 5.000,00",Mais de 6 até 10 anos,Empregado(a),Assistente,Comunicação e Jornalismo,Sites de vagas de emprego,"Anúncio em grupos no WhatsApp, Anúncios no Instagram, E-mail, Menu ""Vagas"" no LinkedIn",3,4,4,4,3,3,3,2,4,4,4,4,3,3,2,1,Uniformidade dos anúncios em diferentes plataformas.
7/17/2024 16:15:44,1,1,Entre 25-29 anos,fem,São Paulo,São Paulo,Ensino Superior completo,Superior completo,"De R$ 2.001,00 a R$ 3.000,00",Mais de 3 até 6 anos,Desempregado(a),Analista Pleno,Marketing e Publicidade,LinkedIn,Anúncio em grupos no WhatsApp,4,4,4,4,4,3,3,3,4,3,4,4,3,4,3,1,
7/17/2024 16:19:20,1,1,Entre 35-39 anos,masc,São Paulo,São Paulo,Pós-graduação completa,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Mais de 10 anos,Empregado(a),Coordenador(a) ou Supervisor(a),Finanças e Contabilidade,LinkedIn,"Menu ""Vagas"" no LinkedIn",3,3,4,3,2,1,2,3,3,1,3,2,0,3,2,1,
7/17/2024 16:27:09,1,1,Entre 40-44 anos,fem,Paraíba,João Pessoa,Pós-graduação completa,Superior completo,"De R$ 10.001,00 a R$ 20.000,00",Mais de 10 anos,Empregado(a),Coordenador(a) ou Supervisor(a),Saúde,Sites das empresas,"Anúncios no Instagram, Propaganda na televisão",2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,K
7/17/2024 16:30:22,1,1,Entre 35-39 anos,fem,São Paulo,São Paulo,Pós-gradução incompleta,Superior completo,"De R$ 10.001,00 a R$ 20.000,00",Mais de 10 anos,Empregado(a),Coordenador(a) ou Supervisor(a),Relações Internacionais,LinkedIn,"Anúncio em grupos no WhatsApp, Anúncios no Instagram, E-mail, Evento/feira de recrutamento/mutirões de emprego, Menu ""Vagas"" no LinkedIn",4,4,4,4,4,2,4,3,3,3,3,3,4,4,3,1,
7/17/2024 16:34:04,1,1,Entre 45-49 anos,fem,Paraíba,João Pessoa,Pós-graduação completa,Superior completo,"De R$ 10.001,00 a R$ 20.000,00",Mais de 10 anos,Empregado(a),Especialista,Gastronomia,Sites de vagas de emprego,"Anúncios no Instagram, E-mail, Evento/feira de recrutamento/mutirões de emprego",4,4,4,3,3,2,4,3,4,4,4,4,4,4,2,1,
7/17/2024 16:39:54,1,1,Entre 35-39 anos,masc,Paraíba,Monteiro,Ensino Superior incompleto,Médio completo e superior incompleto,"De R$ 3.001,00 a R$ 5.000,00",Mais de 10 anos,Desempregado(a),Autônomo(a),Administração e Negócios,Indicação,Anúncio em grupos no WhatsApp,4,3,4,3,2,1,3,4,4,4,4,4,4,4,0,1,
7/17/2024 16:45:12,1,1,Entre 45-49 anos,masc,Paraíba,João Pessoa,Ensino Superior completo,Superior completo,"De R$ 10.001,00 a R$ 20.000,00",Mais de 10 anos,Empregado(a),Gerente,Vendas e Comércio,Pessoalmente na própria empresa,E-mail,1,2,3,3,3,3,3,2,4,3,4,4,4,4,4,1,
7/17/2024 16:47:47,1,1,Entre 35-39 anos,fem,São Paulo,São Paulo,Pós-graduação completa,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Mais de 10 anos,Empregado(a),Analista Pleno,Finanças e Contabilidade,Sites das empresas,"Anúncios no Instagram, E-mail, Menu ""Vagas"" no LinkedIn",4,4,4,3,2,2,3,2,4,3,4,3,4,3,2,Não,"Detalhar em termos práticos as atribuições do candidato, muitas empresas utilizam descrições genéricas e abrangentes sobre a vaga o que acaba gerando confusão e por vezes frustração para o candidato e para empresa."
7/17/2024 16:50:01,1,1,Entre 30-34 anos,fem,São Paulo,São Paulo,Pós-graduação completa,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Mais de 10 anos,Empregado(a),Gerente,Comunicação e Jornalismo,LinkedIn,"Menu ""Vagas"" no LinkedIn",4,4,4,3,1,0,3,1,1,4,4,0,4,4,1,1,
7/17/2024 16:50:13,1,1,Entre 40-44 anos,fem,São Paulo,São Bernardo do Campo,Pós-graduação completa,Superior completo,"De R$ 20.001,00 a R$ 100.000,00",Mais de 10 anos,Desempregado(a),Gerente,Marketing e Publicidade,LinkedIn,"Anúncio em grupos no WhatsApp, Menu ""Vagas"" no LinkedIn",3,3,3,3,1,1,4,1,4,1,1,3,3,3,1,Não,
7/17/2024 16:52:20,1,1,Entre 55-59 anos,fem,São Paulo,São Paulo,Ensino Superior completo,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Mais de 10 anos,Aposentado(a),Gerente,Vendas e Comércio,Sites de vagas de emprego,Indicação de amigos ou placas contratando.,4,4,4,4,3,3,4,3,4,4,4,4,4,4,3,Não,"É importante disseminar a informação da vaga na maioria dos canais possíveis, para atingir a maioria das pessoas com os perfis para atender a necessidade da empresa/candidato. "
7/17/2024 17:13:39,1,1,Entre 35-39 anos,fem,São Paulo,São Paulo,Pós-graduação completa,Superior completo,"De R$ 10.001,00 a R$ 20.000,00",Mais de 10 anos,Empregado(a),Gerente,Educação,LinkedIn,"Anúncio em grupos no WhatsApp, Menu ""Vagas"" no LinkedIn",4,4,4,4,3,3,4,3,4,4,3,3,3,4,2,1,As empresas deveriam divulgar um range de valores para não perdermos tempo caso não faça sentido
7/17/2024 17:14:51,1,1,Entre 25-29 anos,fem,São Paulo,Santo André,Ensino Superior completo,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Mais de 6 até 10 anos,Desempregado(a),Analista Júnior,Direito,LinkedIn,"Anúncios no Instagram, E-mail, Menu ""Vagas"" no LinkedIn",0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,
7/17/2024 17:18:16,1,1,Entre 30-34 anos,fem,Goiás,Goiânia,Ensino Superior completo,Superior completo,"De R$ 10.001,00 a R$ 20.000,00",Mais de 6 até 10 anos,Empregado(a),Gerente,Administração e Negócios,LinkedIn,"Menu ""Vagas"" no LinkedIn",3,3,4,3,2,2,3,3,3,3,3,3,2,3,2,1,
7/17/2024 17:23:41,1,1,Entre 25-29 anos,masc,São Paulo,São Paulo,Ensino Superior completo,Superior completo,"De R$ 10.001,00 a R$ 20.000,00",Mais de 3 até 6 anos,Empregado(a),Analista Pleno,Tecnologia da Informação,LinkedIn,"Menu ""Vagas"" no LinkedIn",4,2,3,3,1,1,4,4,3,1,4,4,2,4,2,Não,
7/17/2024 17:44:43,1,1,Entre 60-64 anos,fem,São Paulo,São Paulo,Pós-graduação completa,Superior completo,"De R$ 10.001,00 a R$ 20.000,00",Mais de 10 anos,Empregado(a),Analista Sênior,Recursos Humanos,Pessoalmente na própria empresa,E-mail,3,4,4,3,2,2,3,2,4,3,4,4,2,3,1,Não,
7/17/2024 17:50:45,1,1,Entre 60-64 anos,masc,São Paulo,São Paulo,Ensino Superior completo,Superior completo,"De R$ 3.001,00 a R$ 5.000,00",Mais de 10 anos,Aposentado(a),Gerente,Administração e Negócios,WhatsApp,WhatsApp,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Não,Focar em valirizar o funcionario.
7/17/2024 17:53:34,1,1,Entre 30-34 anos,fem,Ceará,Fortaleza,Ensino Superior completo,Superior completo,"De R$ 3.001,00 a R$ 5.000,00",De 1 até 3 anos,Empregado(a),Assistente,Logística,Facebook e/ou Instagram,Anúncio em grupos no WhatsApp,4,2,4,4,3,2,2,2,3,2,4,4,4,4,3,Não,
7/17/2024 17:54:25,1,1,Entre 25-29 anos,fem,São Paulo,São Paulo,Ensino Superior completo,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Mais de 6 até 10 anos,Empregado(a),Coordenador(a) ou Supervisor(a),Recursos Humanos,LinkedIn,"Menu ""Vagas"" no LinkedIn",4,4,4,2,3,2,4,4,4,3,4,4,4,4,3,1,N/A
7/17/2024 17:57:46,1,1,Entre 25-29 anos,fem,São Paulo,São Paulo,Ensino Superior incompleto,Médio completo e superior incompleto,"De R$ 5.001,00 a R$ 10.000,00",Mais de 3 até 6 anos,Empregado(a),Analista Júnior,Finanças e Contabilidade,LinkedIn,"E-mail, Menu ""Vagas"" no LinkedIn",4,3,4,2,2,2,4,2,4,4,4,2,2,3,1,1,
7/17/2024 17:57:52,1,1,Entre 50-54 anos,fem,São Paulo,Itapevi,Ensino Médio completo,Médio completo e superior incompleto,"De R$ 3.001,00 a R$ 5.000,00",Mais de 10 anos,Empregado(a),Técnico(a),Educação,Prefeitura e órgãos públicos,Publicação em diário oficial,3,3,4,3,2,2,3,3,3,4,4,4,3,4,3,Não,
7/17/2024 18:16:13,1,1,Entre 40-44 anos,fem,São Paulo,São Paulo,Pós-graduação completa,Superior completo,"De R$ 20.001,00 a R$ 100.000,00",Mais de 10 anos,Empregado(a),Gerente,Recursos Humanos,LinkedIn,"Menu ""Vagas"" no LinkedIn",4,4,3,4,2,2,4,4,3,3,3,4,3,4,2,1,
7/17/2024 18:25:04,1,1,Entre 50-54 anos,fem,São Paulo,São Paulo,Pós-graduação completa,Superior completo,"De R$ 3.001,00 a R$ 5.000,00",Mais de 10 anos,Empregado(a),Assistente,Administração e Negócios,Indicação,"Anúncio em grupos no WhatsApp, E-mail, Menu ""Vagas"" no LinkedIn",3,3,3,3,2,2,3,2,3,3,3,3,1,3,3,1,Mais clareza nas informações
7/17/2024 18:25:27,1,1,Entre 40-44 anos,fem,São Paulo,Taboão da Serra,Pós-graduação completa,Superior completo,"De R$ 10.001,00 a R$ 20.000,00",Mais de 10 anos,Desempregado(a),Gerente,Administração e Negócios,LinkedIn,"Menu ""Vagas"" no LinkedIn",3,4,3,4,4,3,3,2,3,2,4,3,3,4,3,Não,
7/17/2024 18:32:23,1,1,Acima de 65 anos,fem,São Paulo,Osasco,Ensino Superior completo,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Mais de 10 anos,Aposentado(a),Analista Sênior,Administração e Negócios,Indicação,Anúncio em grupos no WhatsApp,4,4,4,4,3,3,4,3,4,4,4,3,3,4,3,Não,Não
7/17/2024 18:33:32,1,1,Entre 25-29 anos,fem,Paraná,Maringá,Pós-gradução incompleta,Superior completo,"De R$ 2.001,00 a R$ 3.000,00",Mais de 6 até 10 anos,Empregado(a),Especialista,Educação,Facebook e/ou Instagram,"Anúncio em grupos no WhatsApp, Anúncios no Facebook, Anúncios no Instagram, Menu ""Vagas"" no LinkedIn",2,4,4,3,2,2,2,4,4,3,4,4,3,3,2,1,Ser claro e objetivo sobre as funções a serem exercidas na empresa
7/17/2024 18:44:28,1,1,Entre 25-29 anos,fem,Paraná,Santa Fé,Ensino Superior incompleto,Médio completo e superior incompleto,"De R$ 3.001,00 a R$ 5.000,00",Mais de 10 anos,Desempregado(a),Técnico(a),Artes e Design,Indicação,Anúncios no Instagram,4,2,4,3,3,3,1,2,3,4,4,4,4,3,1,1,
7/17/2024 18:45:37,1,1,Entre 25-29 anos,fem,São Paulo,Marília,Pós-gradução incompleta,Superior completo,"De R$ 10.001,00 a R$ 20.000,00",De 1 até 3 anos,Empregado(a),Estagiário(a),Direito,LinkedIn,"Menu ""Vagas"" no LinkedIn",3,4,4,2,2,2,2,3,4,4,3,3,2,4,0,1,Não
7/17/2024 18:46:16,1,1,Entre 50-54 anos,masc,São Paulo,Osasco,Ensino Superior incompleto,Médio completo e superior incompleto,"De R$ 2.001,00 a R$ 3.000,00",Mais de 6 até 10 anos,Empregado(a),Gerente,Educação,Sites das empresas,E-mail,2,2,2,2,2,2,3,4,2,3,4,4,4,4,3,1,Não tenho
7/17/2024 18:51:29,1,1,Entre 40-44 anos,fem,Paraná,Santa Fé,Pós-graduação completa,Superior completo,"De R$ 3.001,00 a R$ 5.000,00",Mais de 10 anos,Empregado(a),Analista Sênior,Eventos,Sites de vagas de emprego,E-mail,4,4,3,4,2,1,4,4,4,3,4,4,2,3,2,1,
7/17/2024 18:52:25,1,1,Entre 25-29 anos,fem,Paraná,Santa Fé,Pós-gradução incompleta,Superior completo,"De R$ 3.001,00 a R$ 5.000,00",Mais de 3 até 6 anos,Empregado(a),Auxiliar ou Ajudante,Auxiliar de Diagramação,Pessoalmente na própria empresa,Whatsapp,2,4,4,3,3,3,4,2,4,4,4,3,1,3,1,Não,Adicionando mais vagas a pessoas com dificuldades físicas
7/17/2024 18:54:47,1,1,Entre 30-34 anos,fem,São Paulo,São Paulo,Ensino Superior completo,Superior completo,"De R$ 2.001,00 a R$ 3.000,00",Mais de 10 anos,Empregado(a),Auxiliar ou Ajudante,Operações de Produção,Sites de vagas de emprego,E-mail,4,4,4,3,3,3,3,3,3,3,4,3,2,3,3,Não,Não tenho opinião sobre o assunto
7/17/2024 18:55:09,1,1,Acima de 65 anos,masc,Paraná,Santa Fé,Ensino Fundamental completo,Fundamental completo e médio incompleto,"De R$ 3.001,00 a R$ 5.000,00",Mais de 10 anos,Aposentado(a),Técnico(a),Transporte e Entrega,Pessoalmente na própria empresa,"Menu ""Vagas"" no LinkedIn",4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,Não,
7/17/2024 19:00:09,1,1,Entre 40-44 anos,fem,São Paulo,Campo Limpo Paulista,Ensino Superior completo,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Mais de 10 anos,Empregado(a),Analista Sênior,Administração e Negócios,Pessoalmente na própria empresa,"Anúncios no Facebook, E-mail, Menu ""Vagas"" no LinkedIn",4,4,3,3,2,2,3,4,4,4,4,3,2,3,2,1,
7/17/2024 19:00:20,1,1,Entre 20-24 anos,fem,São Paulo,São Paulo,Ensino Médio completo,Médio completo e superior incompleto,"De R$ 1.001,00 a R$ 2.000,00",De 1 até 3 anos,Empregado(a),Auxiliar ou Ajudante,Administração e Negócios,Sites de vagas de emprego,"Anúncio em grupos no WhatsApp, E-mail, Menu ""Vagas"" no LinkedIn",4,4,3,2,1,2,2,3,4,2,4,4,3,4,1,Não,
7/17/2024 19:00:43,1,1,Entre 35-39 anos,fem,São Paulo,São Paulo,Ensino Superior completo,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Mais de 10 anos,Empregado(a),Especialista,Turismo e Hospitalidade,Indicação,E-mail,2,4,4,4,2,2,4,4,4,3,3,2,3,4,4,1,
7/17/2024 19:02:31,1,1,Entre 30-34 anos,fem,São Paulo,Osasco,Ensino Médio completo,Médio completo e superior incompleto,"De R$ 5.001,00 a R$ 10.000,00",Mais de 10 anos,Empregado(a),Gerente,Vendas e Comércio,Pessoalmente na própria empresa,"Anúncio em rádio, Anúncio em grupos no WhatsApp",4,4,4,4,3,4,3,1,4,3,3,4,3,4,3,1,
7/17/2024 19:10:44,1,1,Entre 25-29 anos,fem,São Paulo,São Paulo,Ensino Superior completo,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Mais de 6 até 10 anos,Empregado(a),Analista Pleno,Finanças e Contabilidade,LinkedIn,"Menu ""Vagas"" no LinkedIn",4,4,4,4,3,4,3,4,4,2,4,4,2,4,2,Não,
7/17/2024 19:12:05,1,1,Entre 35-39 anos,fem,São Paulo,Santo André,Pós-graduação completa,Superior completo,"De R$ 3.001,00 a R$ 5.000,00",Mais de 10 anos,Empregado(a),Gerente,Recursos Humanos,Sites de vagas de emprego,"Anúncio em grupos no WhatsApp, E-mail",4,4,4,4,2,2,4,2,4,4,4,4,2,4,2,1,
7/17/2024 19:19:54,1,1,Entre 25-29 anos,masc,Paraná,Sarandi,Ensino Médio completo,Médio completo e superior incompleto,"De R$ 3.001,00 a R$ 5.000,00",Mais de 10 anos,Empregado(a),Auxiliar ou Ajudante,Agricultura e Meio Ambiente,LinkedIn,"Anúncios no Facebook, Anúncios no Instagram, Menu ""Vagas"" no LinkedIn",4,4,4,4,3,2,2,4,4,2,4,4,2,4,2,Não,
7/17/2024 19:26:07,1,1,Entre 45-49 anos,fem,Paraná,Santa Fé,Ensino Superior incompleto,Médio completo e superior incompleto,"De R$ 2.001,00 a R$ 3.000,00",Mais de 10 anos,Desempregado(a),Técnico(a),Vendas e Comércio,Sites das empresas,Anúncio em grupos no WhatsApp,3,4,4,3,3,3,4,2,1,4,4,4,3,4,3,1,1.Divulgando com bastante clareza.De modo que fique bem esclarecido o que profissional deva realizar na mesma.
7/17/2024 19:27:49,1,1,Entre 50-54 anos,fem,São Paulo,São Paulo,Ensino Médio completo,Médio completo e superior incompleto,"De R$ 3.001,00 a R$ 5.000,00",Mais de 10 anos,Empregado(a),Auxiliar ou Ajudante,Saúde,Indicação,E-mail,4,4,4,3,3,3,4,3,4,4,4,4,4,4,2,1,
7/17/2024 19:30:27,1,1,Entre 25-29 anos,fem,São Paulo,São Paulo,Pós-graduação completa,Superior completo,"De R$ 20.001,00 a R$ 100.000,00",Mais de 3 até 6 anos,Empregado(a),Analista Sênior,Direito,LinkedIn,"Menu ""Vagas"" no LinkedIn",3,4,3,3,2,2,4,4,4,4,3,1,1,4,1,1,
7/17/2024 19:35:48,1,1,Entre 25-29 anos,fem,São Paulo,Diadema,Ensino Superior completo,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Mais de 6 até 10 anos,Empregado(a),Analista Júnior,Recursos Humanos,LinkedIn,"Anúncio em grupos no WhatsApp, E-mail, Menu ""Vagas"" no LinkedIn",4,4,4,4,4,3,4,4,4,3,4,3,2,4,2,1,
7/17/2024 19:43:27,1,1,Entre 30-34 anos,masc,São Paulo,São Paulo,Pós-graduação completa,Superior completo,"De R$ 10.001,00 a R$ 20.000,00",Mais de 10 anos,Empregado(a),Analista Pleno,Marketing e Publicidade,LinkedIn,"Anúncio em grupos no WhatsApp, E-mail, Menu ""Vagas"" no LinkedIn",4,4,3,4,2,1,4,4,4,4,4,3,3,4,2,1,"Hoje estamos na era das redes sociais, com transformações de hábitos das novas gerações cada vez mais virtuais e online. Acredito que um bom caminho seriam as empresas usarem mais anúncios em redes sociais fora só o Linkedin para atingirem mais esses públicos e gerações que cada vez querem algo mais rápido , ligeiro, em 15 ou 30 segundos para serem atraídos, é um bom desafio em que o Mkt em conjunto com os RHs terão."
7/17/2024 19:54:29,1,1,Entre 30-34 anos,masc,São Paulo,São Paulo,Ensino Superior incompleto,Médio completo e superior incompleto,"De R$ 10.001,00 a R$ 20.000,00",Mais de 10 anos,Empregado(a),Especialista,Comunicação e Jornalismo,Facebook e/ou Instagram,Anúncios no Instagram,4,4,4,2,2,2,4,3,4,4,4,4,2,2,2,1,
7/17/2024 19:54:36,1,1,Entre 35-39 anos,fem,São Paulo,Osasco,Ensino Médio completo,Médio completo e superior incompleto,"Até R$ 500,00",Menos de 1 ano,Desempregado(a),Assistente,Freelancer,WhatsApp,Anúncio em grupos no WhatsApp,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,Redes sociais
7/17/2024 20:04:21,1,1,Entre 30-34 anos,masc,São Paulo,São Paulo,Ensino Superior completo,Superior completo,"Até R$ 500,00",Mais de 6 até 10 anos,Desempregado(a),Analista Júnior,Finanças e Contabilidade,LinkedIn,"E-mail, Menu ""Vagas"" no LinkedIn",4,4,4,3,2,2,4,3,4,4,4,3,3,4,0,Não,
7/17/2024 20:07:21,1,1,Entre 25-29 anos,fem,Bahia,Salvador,Ensino Superior completo,Superior completo,"De R$ 10.001,00 a R$ 20.000,00",De 1 até 3 anos,Empregado(a),Gerente,Vendas e Comércio,Sites das empresas,"E-mail, Menu ""Vagas"" no LinkedIn",3,2,4,4,4,3,4,3,2,1,4,4,4,4,4,1,
7/17/2024 20:09:38,1,1,Entre 35-39 anos,fem,São Paulo,São Paulo,Pós-graduação completa,Superior completo,"De R$ 20.001,00 a R$ 100.000,00",Mais de 10 anos,Empregado(a),Gerente,Marketing e Publicidade,Sites de vagas de emprego,"E-mail, Menu ""Vagas"" no LinkedIn",3,3,4,3,3,3,3,2,3,2,3,3,3,3,3,1,Nao
7/17/2024 20:13:04,1,1,Entre 40-44 anos,masc,São Paulo,São Paulo,Ensino Superior completo,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Mais de 10 anos,Empregado(a),Assistente,Turismo e Hospitalidade,Sites de vagas de emprego,"E-mail, Menu ""Vagas"" no LinkedIn, Sites de vagas de emprego",4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,1,
7/17/2024 20:15:10,1,1,Entre 35-39 anos,fem,São Paulo,São Paulo,Ensino Superior completo,Superior completo,"De R$ 10.001,00 a R$ 20.000,00",Mais de 10 anos,Empregado(a),Analista Pleno,Marketing e Publicidade,LinkedIn,"Anúncio em grupos no WhatsApp, Menu ""Vagas"" no LinkedIn",4,3,4,3,3,2,3,3,4,2,3,3,3,3,4,1,
7/17/2024 20:16:41,1,1,Entre 35-39 anos,fem,São Paulo,Rio Claro,Ensino Médio completo,Médio completo e superior incompleto,"De R$ 3.001,00 a R$ 5.000,00",Mais de 10 anos,Empregado(a),Coordenador(a) ou Supervisor(a),Saúde,Pessoalmente na própria empresa,Anúncios no Instagram,3,4,4,4,4,3,3,4,4,4,4,4,3,4,3,1,
7/17/2024 20:17:48,1,1,Entre 45-49 anos,fem,Rio de Janeiro,Maricá,Ensino Superior completo,Superior completo,"De R$ 3.001,00 a R$ 5.000,00",Mais de 10 anos,Empregado(a),Assistente,Tecnologia da Informação,LinkedIn,"Menu ""Vagas"" no LinkedIn",4,3,4,4,2,2,3,2,4,2,4,4,3,4,2,1,
7/17/2024 20:21:16,1,1,Entre 30-34 anos,fem,São Paulo,Diadema,Pós-graduação completa,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Mais de 10 anos,Empregado(a),Analista Pleno,Marketing e Publicidade,Sites das empresas,"E-mail, Menu ""Vagas"" no LinkedIn",4,4,3,3,2,2,3,3,4,3,3,2,3,4,2,1,"Acho que a vaga com salário e benefícios surpresa só funciona quando estamos desempregados ou desesperados. Muitas vezes vamos deixar de nos candidatar a uma vaga que não é clara sobre benefícios e remuneração porque sabemos o desgaste que é participar de um processo seletivo para depois nos decepcionarmos caso sejam números abaixo do que procuramos.
Acho importante que todos sejam claros logo de cara (recrutador e candidato) para que o tempo de todos não seja perdido.
Também acho complexo quando os recrutadores estabelecem prazos e não cumprem, fazendo com que fique a sensação de que fomos desclassificados com um “ghosting”."
7/17/2024 20:23:10,1,1,Entre 30-34 anos,masc,São Paulo,São Paulo,Pós-graduação completa,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Mais de 10 anos,Empregado(a),Analista Sênior,Marketing e Publicidade,LinkedIn,"E-mail, Menu ""Vagas"" no LinkedIn",4,4,4,4,3,3,4,4,4,4,4,4,3,3,3,1,
7/17/2024 20:29:37,1,1,Entre 30-34 anos,masc,São Paulo,São Paulo,Ensino Superior completo,Superior completo,"De R$ 20.001,00 a R$ 100.000,00",Mais de 10 anos,Empregado(a),Especialista,Turismo e Hospitalidade,LinkedIn,"Anúncio em grupos no WhatsApp, E-mail, Menu ""Vagas"" no LinkedIn",4,4,4,4,2,2,3,2,3,3,2,3,2,3,3,1,
7/17/2024 20:37:05,1,1,Entre 30-34 anos,fem,São Paulo,Osasco,Pós-graduação completa,Superior completo,"De R$ 10.001,00 a R$ 20.000,00",Mais de 10 anos,Empregado(a),Coordenador(a) ou Supervisor(a),Recursos Humanos,Sites de vagas de emprego,"Menu ""Vagas"" no LinkedIn",4,4,4,4,4,2,4,4,4,4,4,3,3,3,3,1,
7/17/2024 20:38:03,1,1,Entre 35-39 anos,fem,São Paulo,Osasco,Ensino Superior incompleto,Médio completo e superior incompleto,"De R$ 3.001,00 a R$ 5.000,00",Mais de 10 anos,Empregado(a),Assistente,Vendas e Comércio,Sites de vagas de emprego,E-mail,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,No momento não  tenho nenhum comentário.
7/17/2024 20:38:20,1,1,Entre 25-29 anos,fem,Minas Gerais,Belo Horizonte,Ensino Superior completo,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Mais de 3 até 6 anos,Empregado(a),Assistente,Marketing e Publicidade,LinkedIn,"Menu ""Vagas"" no LinkedIn",4,4,3,3,3,1,3,2,4,4,4,2,3,3,1,1,Descrever com honestidade as informações da vaga e salário e benefícios
7/17/2024 20:38:21,1,1,Entre 25-29 anos,masc,São Paulo,São Paulo,Pós-gradução incompleta,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",De 1 até 3 anos,Empregado(a),Analista Sênior,Marketing e Publicidade,LinkedIn,"Anúncio em grupos no WhatsApp, Menu ""Vagas"" no LinkedIn",4,3,4,4,2,2,4,2,3,3,4,4,3,4,4,1,
7/17/2024 20:39:54,1,1,Entre 35-39 anos,fem,Paraíba,Cuité,Ensino Médio completo,Médio completo e superior incompleto,"Até R$ 500,00",Menos de 1 ano,Empregado(a),Jovem Aprendiz,Serviços Gerais,Pessoalmente na própria empresa,"Anúncios no Facebook, Anúncios no Instagram",3,0,3,4,1,0,2,1,0,2,3,3,3,4,3,Não,
7/17/2024 20:51:20,1,1,Entre 25-29 anos,fem,São Paulo,São Paulo,Ensino Superior completo,Superior completo,"De R$ 2.001,00 a R$ 3.000,00",Mais de 6 até 10 anos,Empregado(a),Especialista,Gastronomia,Indicação,Anúncios no Instagram,4,4,4,4,2,2,4,3,3,2,4,3,4,4,3,1,
7/17/2024 20:56:39,1,1,Entre 55-59 anos,fem,São Paulo,Santana de Parnaíba,Pós-graduação completa,Superior completo,"De R$ 10.001,00 a R$ 20.000,00",Mais de 10 anos,Aposentado(a),Aposentado(a),Saúde,WhatsApp,E-mail,3,4,3,3,3,2,2,2,3,2,3,3,2,3,3,1,Muito importante detalhar as funções do cargo
7/17/2024 20:57:20,1,1,Entre 40-44 anos,fem,São Paulo,Suzano,Ensino Superior completo,Superior completo,"De R$ 3.001,00 a R$ 5.000,00",Mais de 10 anos,Desempregado(a),Estagiário(a),Educação,Sites de vagas de emprego,E-mail,4,4,4,4,4,4,2,2,4,2,4,4,4,4,4,Não,
7/17/2024 21:01:55,1,1,Entre 35-39 anos,fem,São Paulo,Mauá,Ensino Superior completo,Superior completo,"De R$ 5.001,00 a R$ 10.000,00",Mais de 10 anos,Empregado(a),Analista Pleno,Tecnologia da Informação,LinkedIn,"Menu ""Vagas"" no LinkedIn",4,3,4,4,3,2,3,3,4,3,4,3,2,3,2,1,
7/17/2024 21:02:41,1,1,Entre 18-19 anos,fem,Paraná,Nova Esperança,Ensino Superior incompleto,Médio completo e superior incompleto,"De R$ 2.001,00 a R$ 3.000,00",De 1 até 3 anos,Empregado(a),Estagiário(a),Educação,WhatsApp,"Anúncio em grupos no WhatsApp, E-mail, Menu ""Vagas"" no LinkedIn",4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,1,
7/17/2024 21:06:10,1,1,Entre 20-24 anos,masc,São Paulo,Osasco,Pós-gradução incompleta,Superior completo,"De R$ 10.001,00 a R$ 20.000,00",Mais de 3 até 6 anos,Empregado(a),Especialista,Administração e Negócios,LinkedIn,"Menu ""Vagas"" no LinkedIn",3,4,4,3,2,2,3,4,4,1,1,4,3,3,3,1,
